CHNL_CD	CUST_CD	PD_CD	PD_NM	DT	SALES	AMT	DC	UNIT_PRICE	STORE_PRICE
SELL-IN	C	101 	나	20201015	753,846 	720 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201016	582,062 	600 	57.5%	970 	2,280 
SELL-IN	C	101 	나	20201017	263,846 	252 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201018		0 			
SELL-IN	C	101 	나	20201019	276,416 	264 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201020	263,844 	252 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201021	176,939 	169 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201022	106,740 	48 	2.5%	2,224 	2,280 
SELL-IN	C	101 	나	20201023	206,330 	228 	60.3%	905 	2,280 
SELL-IN	C	101 	나	20201024	244,920 	156 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201025		0 			
SELL-IN	C	101 	나	20201026	-94,248 	-108 	61.7%	873 	2,280 
SELL-IN	C	101 	나	20201027	283,535 	204 	39.0%	1,390 	2,280 
SELL-IN	C	101 	나	20201028	-12,564 	-12 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201029	132,815 	108 	46.1%	1,230 	2,280 
SELL-IN	C	101 	나	20201030	89,587 	60 	34.5%	1,493 	2,280 
SELL-IN	C	101 	나	20201031	6,264 	-12 	122.9%	-522 	2,280 
SELL-IN	C	101 	나	20201101		0 			
SELL-IN	C	101 	나	20201102	201,761 	180 	50.8%	1,121 	2,280 
SELL-IN	C	101 	나	20201103	18,840 	12 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201104	18,840 	12 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201105	18,840 	12 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201106		0 			
SELL-IN	C	101 	나	20201107	37,680 	24 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201108		0 			
SELL-IN	C	101 	나	20201109	37,680 	24 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201110	153,425 	144 	53.3%	1,065 	2,280 
SELL-IN	C	101 	나	20201111	113,040 	72 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201112	18,840 	12 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201113	18,840 	12 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201114	1,645,884 	1,572 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201115		0 			
SELL-IN	C	101 	나	20201116	2,751,516 	2,628 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201117	816,660 	780 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201118	615,636 	588 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201119	892,044 	852 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201120	1,055,376 	1,008 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201121	1,758,960 	1,680 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201122		0 			
SELL-IN	C	101 	나	20201123	-201,024 	-192 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201124	452,304 	432 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201125	741,276 	708 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201126	452,304 	432 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201127	276,408 	264 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201128	19,525 	8 	-1.9%	2,324 	2,280 
SELL-IN	C	101 	나	20201129		0 			
SELL-IN	C	101 	나	20201130	94,260 	120 	65.5%	786 	2,280 
SELL-IN	C	101 	나	20201201	175,896 	168 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201202	353,626 	348 	55.4%	1,016 	2,280 
SELL-IN	C	101 	나	20201203	113,040 	72 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201204	279,810 	228 	46.2%	1,227 	2,280 
SELL-IN	C	101 	나	20201205	113,040 	72 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201206		0 			
SELL-IN	C	101 	나	20201207	56,520 	36 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201208	73,790 	47 	31.1%	1,570 	2,280 
SELL-IN	C	101 	나	20201209	301,920 	216 	38.7%	1,398 	2,280 
SELL-IN	C	101 	나	20201210	522,392 	492 	53.4%	1,062 	2,280 
SELL-IN	C	101 	나	20201211	195,659 	192 	55.3%	1,019 	2,280 
SELL-IN	C	101 	나	20201212	3,216,388 	3,072 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201213		0 			
SELL-IN	C	101 	나	20201214	4,950,226 	4,728 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201215	953,048 	911 	54.1%	1,046 	2,280 
SELL-IN	C	101 	나	20201216	816,672 	780 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201217	1,168,460 	1,116 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201218	703,584 	672 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201219	942,306 	900 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201220		0 			
SELL-IN	C	101 	나	20201221	829,230 	792 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201222	1,243,836 	1,188 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201223	766,404 	732 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201224	62,820 	60 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201225	12,564 	12 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201226	125,640 	120 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201227		0 			
SELL-IN	C	101 	나	20201228	364,366 	348 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201229	50,256 	48 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201230	-12,564 	-12 	54.1%	1,047 	2,280 
SELL-IN	C	101 	나	20201231	-226,570 	-180 	44.8%	1,259 	2,280 
SELL-IN	C	202 	마	20170101	106,320 	120 	13.4%	886 	1,023 
SELL-IN	C	202 	마	20170102	0 	0 			
SELL-IN	C	202 	마	20170103	12,758 	24 	48.0%	532 	1,023 
SELL-IN	C	202 	마	20170104	0 	0 			
SELL-IN	C	202 	마	20170105	11,334 	24 	53.8%	472 	1,023 
SELL-IN	C	202 	마	20170106	13,609 	24 	44.6%	567 	1,023 
SELL-IN	C	202 	마	20170107	0 	0 			
SELL-IN	C	202 	마	20170108	0 	0 			
SELL-IN	C	202 	마	20170109	27,218 	48 	44.6%	567 	1,023 
SELL-IN	C	202 	마	20170110	0 	0 			
SELL-IN	C	202 	마	20170111	0 	0 			
SELL-IN	C	202 	마	20170112	12,758 	24 	48.0%	532 	1,023 
SELL-IN	C	202 	마	20170113	0 	0 			
SELL-IN	C	202 	마	20170114	0 	0 			
SELL-IN	C	202 	마	20170115	0 	0 			
SELL-IN	C	202 	마	20170116	89,840 	144 	39.0%	624 	1,023 
SELL-IN	C	202 	마	20170117	0 	0 			
SELL-IN	C	202 	마	20170118	0 	0 			
SELL-IN	C	202 	마	20170119	0 	0 			
SELL-IN	C	202 	마	20170120	76,529 	120 	37.6%	638 	1,023 
SELL-IN	C	202 	마	20170121	0 	0 			
SELL-IN	C	202 	마	20170122	0 	0 			
SELL-IN	C	202 	마	20170123	27,218 	48 	44.6%	567 	1,023 
SELL-IN	C	202 	마	20170124	0 	0 			
SELL-IN	C	202 	마	20170125	32,874 	48 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170126	68,874 	120 	43.9%	574 	1,023 
SELL-IN	C	202 	마	20170127	0 	0 			
SELL-IN	C	202 	마	20170128	0 	0 			
SELL-IN	C	202 	마	20170129	0 	0 			
SELL-IN	C	202 	마	20170130	61,793 	120 	49.7%	515 	1,023 
SELL-IN	C	202 	마	20170131	74,891 	120 	39.0%	624 	1,023 
SELL-IN	C	202 	마	20170201	11,334 	24 	53.8%	472 	1,023 
SELL-IN	C	202 	마	20170202	0 	0 			
SELL-IN	C	202 	마	20170203	61,793 	120 	49.7%	515 	1,023 
SELL-IN	C	202 	마	20170204	0 	0 			
SELL-IN	C	202 	마	20170205	0 	0 			
SELL-IN	C	202 	마	20170206	153,058 	240 	37.6%	638 	1,023 
SELL-IN	C	202 	마	20170207	0 	0 			
SELL-IN	C	202 	마	20170208	0 	0 			
SELL-IN	C	202 	마	20170209	10,483 	24 	57.3%	437 	1,023 
SELL-IN	C	202 	마	20170210	0 	0 			
SELL-IN	C	202 	마	20170211	0 	0 			
SELL-IN	C	202 	마	20170212	0 	0 			
SELL-IN	C	202 	마	20170213	48,184 	96 	50.9%	502 	1,023 
SELL-IN	C	202 	마	20170214	49,311 	72 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170215	0 	0 			
SELL-IN	C	202 	마	20170216	0 	0 			
SELL-IN	C	202 	마	20170217	12,385 	48 	74.8%	258 	1,023 
SELL-IN	C	202 	마	20170218	0 	0 			
SELL-IN	C	202 	마	20170219	0 	0 			
SELL-IN	C	202 	마	20170220	48,184 	96 	50.9%	502 	1,023 
SELL-IN	C	202 	마	20170221	0 	0 			
SELL-IN	C	202 	마	20170222	0 	0 			
SELL-IN	C	202 	마	20170223	10,483 	24 	57.3%	437 	1,023 
SELL-IN	C	202 	마	20170224	54,436 	96 	44.6%	567 	1,023 
SELL-IN	C	202 	마	20170225	0 	0 			
SELL-IN	C	202 	마	20170226	0 	0 			
SELL-IN	C	202 	마	20170227	75,402 	144 	48.8%	524 	1,023 
SELL-IN	C	202 	마	20170228	-4,428 	0 			
SELL-IN	C	202 	마	20170301	0 	0 			
SELL-IN	C	202 	마	20170302	0 	0 			
SELL-IN	C	202 	마	20170303	108,872 	192 	44.6%	567 	1,023 
SELL-IN	C	202 	마	20170304	0 	0 			
SELL-IN	C	202 	마	20170305	0 	0 			
SELL-IN	C	202 	마	20170306	81,654 	144 	44.6%	567 	1,023 
SELL-IN	C	202 	마	20170307	0 	0 			
SELL-IN	C	202 	마	20170308	0 	0 			
SELL-IN	C	202 	마	20170309	22,667 	48 	53.8%	472 	1,023 
SELL-IN	C	202 	마	20170310	0 	0 			
SELL-IN	C	202 	마	20170311	0 	0 			
SELL-IN	C	202 	마	20170312	0 	0 			
SELL-IN	C	202 	마	20170313	75,402 	144 	48.8%	524 	1,023 
SELL-IN	C	202 	마	20170314	49,332 	72 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170315	49,311 	72 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170316	0 	0 			
SELL-IN	C	202 	마	20170317	49,671 	120 	59.5%	414 	1,023 
SELL-IN	C	202 	마	20170318	0 	0 			
SELL-IN	C	202 	마	20170319	0 	0 			
SELL-IN	C	202 	마	20170320	120,460 	216 	45.5%	558 	1,023 
SELL-IN	C	202 	마	20170321	0 	0 			
SELL-IN	C	202 	마	20170322	0 	0 			
SELL-IN	C	202 	마	20170323	0 	0 			
SELL-IN	C	202 	마	20170324	0 	0 			
SELL-IN	C	202 	마	20170325	0 	0 			
SELL-IN	C	202 	마	20170326	0 	0 			
SELL-IN	C	202 	마	20170327	40,827 	72 	44.6%	567 	1,023 
SELL-IN	C	202 	마	20170328	42,804 	72 	41.9%	595 	1,023 
SELL-IN	C	202 	마	20170329	38,275 	72 	48.0%	532 	1,023 
SELL-IN	C	202 	마	20170330	0 	0 			
SELL-IN	C	202 	마	20170331	52,799 	96 	46.2%	550 	1,023 
SELL-IN	C	202 	마	20170401	65,748 	96 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170402	0 	0 			
SELL-IN	C	202 	마	20170403	13,609 	24 	44.6%	567 	1,023 
SELL-IN	C	202 	마	20170404	49,311 	72 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170405	62,899 	144 	57.3%	437 	1,023 
SELL-IN	C	202 	마	20170406	0 	0 			
SELL-IN	C	202 	마	20170407	0 	0 			
SELL-IN	C	202 	마	20170408	0 	0 			
SELL-IN	C	202 	마	20170409	0 	0 			
SELL-IN	C	202 	마	20170410	31,449 	72 	57.3%	437 	1,023 
SELL-IN	C	202 	마	20170411	65,748 	96 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170412	0 	0 			
SELL-IN	C	202 	마	20170413	0 	0 			
SELL-IN	C	202 	마	20170414	124,139 	192 	36.8%	647 	1,023 
SELL-IN	C	202 	마	20170415	41,933 	96 	57.3%	437 	1,023 
SELL-IN	C	202 	마	20170416	0 	0 			
SELL-IN	C	202 	마	20170417	83,312 	144 	43.4%	579 	1,023 
SELL-IN	C	202 	마	20170418	0 	0 			
SELL-IN	C	202 	마	20170419	0 	0 			
SELL-IN	C	202 	마	20170420	0 	0 			
SELL-IN	C	202 	마	20170421	0 	0 			
SELL-IN	C	202 	마	20170422	27,771 	48 	43.4%	579 	1,023 
SELL-IN	C	202 	마	20170423	0 	0 			
SELL-IN	C	202 	마	20170424	95,773 	192 	51.2%	499 	1,023 
SELL-IN	C	202 	마	20170425	22,667 	48 	53.8%	472 	1,023 
SELL-IN	C	202 	마	20170426	0 	0 			
SELL-IN	C	202 	마	20170427	39,104 	72 	46.9%	543 	1,023 
SELL-IN	C	202 	마	20170428	0 	0 			
SELL-IN	C	202 	마	20170429	17,764 	24 	27.6%	740 	1,023 
SELL-IN	C	202 	마	20170430	-4,965 	0 			
SELL-IN	C	202 	마	20170501	99,175 	168 	42.3%	590 	1,023 
SELL-IN	C	202 	마	20170502	56,669 	120 	53.8%	472 	1,023 
SELL-IN	C	202 	마	20170503	71,404 	144 	51.5%	496 	1,023 
SELL-IN	C	202 	마	20170504	0 	0 			
SELL-IN	C	202 	마	20170505	22,667 	48 	53.8%	472 	1,023 
SELL-IN	C	202 	마	20170506	49,311 	72 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170507	34,001 	72 	53.8%	472 	1,023 
SELL-IN	C	202 	마	20170508	48,737 	96 	50.4%	508 	1,023 
SELL-IN	C	202 	마	20170509	0 	0 			
SELL-IN	C	202 	마	20170510	73,701 	144 	50.0%	512 	1,023 
SELL-IN	C	202 	마	20170511	65,748 	96 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170512	42,783 	96 	56.4%	446 	1,023 
SELL-IN	C	202 	마	20170513	49,311 	72 	33.0%	685 	1,023 
SELL-IN	C	202 	마	20170514	0 	0 			
SELL-IN	C	202 	마	20170515	86,990 	168 	49.4%	518 	1,023 
SELL-IN	C	202 	마	20170516	0 	0 			
SELL-IN	C	202 	마	20170517	88,415 	144 	40.0%	614 	1,023 
SELL-IN	C	202 	마	20170518	0 	0 			
SELL-IN	C	202 	마	20170519	11,334 	24 	53.8%	472 	1,023 
SELL-IN	C	202 	마	20170520	427,948 	1,152 	63.7%	371 	1,023 
SELL-IN	C	202 	마	20170521	0 	0 			
SELL-IN	C	202 	마	20170522	172,448 	408 	58.7%	423 	1,023 
SELL-IN	C	202 	마	20170523	1,754,802 	5,496 	68.8%	319 	1,023 
SELL-IN	C	202 	마	20170524	3,916,901 	12,552 	69.5%	312 	1,023 
SELL-IN	C	202 	마	20170525	13,027,440 	42,024 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170526	6,964,396 	22,464 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170527	6,264,480 	20,208 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170528	96,720 	312 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170529	3,429,840 	11,064 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170530	9,397,518 	30,232 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170531	16,992,933 	54,720 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170601	30,207,095 	97,392 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170602	32,235,879 	103,848 	69.6%	310 	1,023 
SELL-IN	C	202 	마	20170603	18,206,596 	58,427 	69.5%	312 	1,023 
SELL-IN	C	202 	마	20170604	2,190,960 	6,984 	69.3%	314 	1,023 
SELL-IN	C	202 	마	20170605	5,675,855 	18,168 	69.5%	312 	1,023 
SELL-IN	C	202 	마	20170606	8,633,540 	27,648 	69.5%	312 	1,023 
SELL-IN	C	202 	마	20170607	12,096,415 	38,976 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170608	7,949,333 	25,680 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170609	17,349,839 	55,999 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170610	33,306,579 	107,304 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170611	964,001 	3,072 	69.3%	314 	1,023 
SELL-IN	C	202 	마	20170612	25,208,655 	81,240 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170613	15,987,553 	51,528 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170614	21,886,479 	70,512 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170615	28,031,826 	90,736 	69.8%	309 	1,023 
SELL-IN	C	202 	마	20170616	24,038,629 	77,496 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170617	23,778,228 	76,512 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170618	5,406,029 	17,376 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170619	21,875,420 	70,416 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170620	17,463,240 	56,352 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170621	25,910,619 	83,412 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170622	25,089,864 	79,968 	69.3%	314 	1,023 
SELL-IN	C	202 	마	20170623	25,788,617 	82,905 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170624	35,571,856 	114,564 	69.6%	310 	1,023 
SELL-IN	C	202 	마	20170625	1,837,158 	4,392 	59.1%	418 	1,023 
SELL-IN	C	202 	마	20170626	8,108,871 	28,272 	72.0%	287 	1,023 
SELL-IN	C	202 	마	20170627	19,762,375 	72,912 	73.5%	271 	1,023 
SELL-IN	C	202 	마	20170628	11,574,003 	41,424 	72.7%	279 	1,023 
SELL-IN	C	202 	마	20170629	12,552,195 	46,566 	73.6%	270 	1,023 
SELL-IN	C	202 	마	20170630	37,933,983 	154,362 	76.0%	246 	1,023 
SELL-IN	C	202 	마	20170701	23,853,376 	78,030 	70.1%	306 	1,023 
SELL-IN	C	202 	마	20170702	3,378,107 	10,872 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170703	17,221,394 	55,446 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170704	29,313,074 	94,464 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170705	46,920,881 	151,320 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170706	36,724,052 	118,441 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170707	16,440,025 	52,968 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170708	20,221,469 	65,184 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170709	1,674,000 	5,400 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170710	13,017,972 	41,904 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170711	8,511,360 	27,456 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170712	11,093,387 	35,760 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170713	16,994,996 	54,768 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170714	16,167,270 	52,044 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170715	18,846,683 	60,672 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170716	6,846,250 	22,044 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170717	18,078,829 	58,248 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170718	19,396,080 	62,568 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170719	17,282,653 	55,704 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170720	26,583,120 	85,752 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170721	8,303,040 	26,784 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170722	18,086,412 	58,248 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170723	1,726,427 	5,544 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170724	11,251,888 	36,240 	69.6%	310 	1,023 
SELL-IN	C	202 	마	20170725	10,246,126 	32,976 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170726	14,049,810 	45,168 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170727	11,837,387 	38,160 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170728	14,805,249 	47,832 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170729	16,829,554 	54,360 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170730	12,779,583 	41,280 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170731	15,133,757 	48,801 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170801	39,674,891 	127,788 	69.6%	310 	1,023 
SELL-IN	C	202 	마	20170802	43,256,160 	139,536 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170803	42,015,338 	135,432 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170804	15,359,677 	49,512 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170805	14,179,714 	45,648 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170806	8,305,164 	26,712 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170807	7,103,636 	22,872 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170808	14,517,772 	46,776 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170809	18,155,382 	58,512 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170810	24,163,315 	77,905 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170811	16,076,486 	51,840 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170812	17,795,760 	57,408 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170813	7,638,173 	24,600 	69.6%	310 	1,023 
SELL-IN	C	202 	마	20170814	19,196,569 	61,848 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170815	7,099,440 	22,920 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170816	11,893,074 	38,304 	69.6%	310 	1,023 
SELL-IN	C	202 	마	20170817	15,147,840 	48,864 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170818	10,737,669 	34,536 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170819	23,470,520 	75,648 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170820	758,880 	2,448 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170821	16,269,625 	52,464 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170822	11,080,846 	35,280 	69.3%	314 	1,023 
SELL-IN	C	202 	마	20170823	10,373,622 	33,432 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170824	10,888,961 	35,136 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170825	9,113,126 	29,304 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170826	20,381,740 	65,592 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170827	21,675 	72 	70.5%	302 	1,023 
SELL-IN	C	202 	마	20170828	14,768,339 	47,520 	69.6%	311 	1,023 
SELL-IN	C	202 	마	20170829	16,721,951 	53,928 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170830	15,897,863 	51,241 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170831	25,413,005 	82,340 	69.8%	309 	1,023 
SELL-IN	C	202 	마	20170901	28,652,288 	92,373 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170902	27,466,939 	88,471 	69.6%	310 	1,023 
SELL-IN	C	202 	마	20170903	3,214,080 	10,368 	69.7%	310 	1,023 
SELL-IN	C	202 	마	20170904	26,607,280 	83,062 	68.7%	320 	1,023 
SELL-IN	C	202 	마	20170905	4,826,592 	9,144 	48.4%	528 	1,023 
SELL-IN	C	202 	마	20170906	2,564,811 	4,416 	43.2%	581 	1,023 
SELL-IN	C	202 	마	20170907	226,080 	360 	38.6%	628 	1,023 
SELL-IN	C	202 	마	20170908	1,613,305 	2,784 	43.3%	579 	1,023 
SELL-IN	C	202 	마	20170909	3,368,073 	5,616 	41.4%	600 	1,023 
SELL-IN	C	202 	마	20170910	0 	0 			
SELL-IN	C	202 	마	20170911	3,025,153 	6,144 	51.9%	492 	1,023 
SELL-IN	C	202 	마	20170912	1,072,086 	1,944 	46.1%	551 	1,023 
SELL-IN	C	202 	마	20170913	419,183 	696 	41.1%	602 	1,023 
SELL-IN	C	202 	마	20170914	1,130,016 	1,848 	40.2%	611 	1,023 
SELL-IN	C	202 	마	20170915	2,971,252 	4,800 	39.5%	619 	1,023 
SELL-IN	C	202 	마	20170916	45,216 	72 	38.6%	628 	1,023 
SELL-IN	C	202 	마	20170917	0 	0 			
SELL-IN	C	202 	마	20170918	5,529,042 	10,992 	50.8%	503 	1,023 
SELL-IN	C	202 	마	20170919	1,578,416 	3,010 	48.7%	524 	1,023 
SELL-IN	C	202 	마	20170920	1,071,532 	1,728 	39.4%	620 	1,023 
SELL-IN	C	202 	마	20170921	2,075,430 	3,408 	40.5%	609 	1,023 
SELL-IN	C	202 	마	20170922	4,415,984 	7,272 	40.6%	607 	1,023 
SELL-IN	C	202 	마	20170923	343,776 	912 	63.1%	377 	1,023 
SELL-IN	C	202 	마	20170924	6,028 	10 	38.6%	628 	1,023 
SELL-IN	C	202 	마	20170925	3,964,347 	6,672 	41.9%	594 	1,023 
SELL-IN	C	202 	마	20170926	1,727,063 	3,000 	43.7%	576 	1,023 
SELL-IN	C	202 	마	20170927	2,571,661 	4,464 	43.7%	576 	1,023 
SELL-IN	C	202 	마	20170928	427,910 	696 	39.9%	615 	1,023 
SELL-IN	C	202 	마	20170929	7,220,435 	11,757 	40.0%	614 	1,023 
SELL-IN	C	202 	마	20170930	-2,357,872 	-5,640 	59.1%	418 	1,023 
SELL-IN	C	202 	마	20171001	2,095,852 	4,776 	57.1%	439 	1,023 
SELL-IN	C	202 	마	20171002	1,338,355 	2,149 	39.1%	623 	1,023 
SELL-IN	C	202 	마	20171003	0 	0 			
SELL-IN	C	202 	마	20171004	0 	0 			
SELL-IN	C	202 	마	20171005	0 	0 			
SELL-IN	C	202 	마	20171006	1,774,983 	2,880 	39.7%	616 	1,023 
SELL-IN	C	202 	마	20171007	1,185,724 	1,896 	38.9%	625 	1,023 
SELL-IN	C	202 	마	20171008	0 	0 			
SELL-IN	C	202 	마	20171009	15,072 	24 	38.6%	628 	1,023 
SELL-IN	C	202 	마	20171010	1,030,619 	1,664 	39.4%	619 	1,023 
SELL-IN	C	202 	마	20171011	878,035 	1,538 	44.2%	571 	1,023 
SELL-IN	C	202 	마	20171012	1,053,810 	1,718 	40.0%	613 	1,023 
SELL-IN	C	202 	마	20171013	6,085,604 	9,792 	39.2%	621 	1,023 
SELL-IN	C	202 	마	20171014	1,547,208 	4,104 	63.1%	377 	1,023 
SELL-IN	C	202 	마	20171015	253,344 	672 	63.1%	377 	1,023 
SELL-IN	C	202 	마	20171016	3,654,152 	9,454 	62.2%	387 	1,023 
SELL-IN	C	202 	마	20171017	3,372,736 	8,836 	62.7%	382 	1,023 
SELL-IN	C	202 	마	20171018	588,120 	1,560 	63.1%	377 	1,023 
SELL-IN	C	202 	마	20171019	2,034,357 	5,358 	62.9%	380 	1,023 
SELL-IN	C	202 	마	20171020	4,624,792 	12,264 	63.1%	377 	1,023 
SELL-IN	C	202 	마	20171021	18,096 	48 	63.1%	377 	1,023 
SELL-IN	C	202 	마	20171022	0 	0 			
SELL-IN	C	202 	마	20171023	1,837,907 	4,776 	62.4%	385 	1,023 
